Block,Lot,Use_Districts_Superseded,Use_Districts_Approved,Additional_Info_Split_Lots_Use,Height_Bulk_Superseded,Height_Bulk_Approved,Additional_Info_Split_Lots_Height,Special_Use_Districts_Approved,Coastal_Zone
1133,011,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,012,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,013,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,014,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1133,015,RH-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1134,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,024,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,025,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,026,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,028,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,030,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1135,032,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,024,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,025,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,026,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,027,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,028,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,029,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,030,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,031,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,032,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,033,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,034,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,035,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,036,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,037,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,039,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,041,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,043,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1136,045,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1137,025,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1138,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1139,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,012,RH-2,No change,N/A,N/A,40//40-R-4,N/A,N/A,N/A
1140,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1140,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,018,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,020,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,022,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,025,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,026,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,028,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,030,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,031,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,032,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,034,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,037,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,040,RM-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1141,042,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,023,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,024,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,025,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,026,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,027,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,028,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,030,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,031,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,033,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,034,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,036,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,042,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,043,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,060,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,072,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,074,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,078,RM-1,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,080,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1142,082,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1143,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1144,001,RH-2,No change,N/A,40-X,80//80-R-4,N/A,N/A,N/A
1144,004,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,005,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,006,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,007,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,008,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,009,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,010,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,011,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,012,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,013,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,014,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,015,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,016,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,017,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,018,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,019,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1144,020,RH-2,No change,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1145,002,RH-2 RTO-C,80-D,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1145,003,RH-2 RTO-C,80-D,N/A,N/A,80//80-R-4,N/A,N/A,N/A
1146,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1146,031,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1147,033,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,001,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,002,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,003,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,004,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,005,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,006,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,007,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,008,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,009,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,010,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,011,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,012,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,013,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,014,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,015,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,016,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,017,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,018,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,019,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,020,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,021,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1148,022,RH-2,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,001,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,002,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,004,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,007,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,009,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,016,RH-3,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1149,017,RH-3,RTO-C,N/A,40-X,40//65-R-4,N/A,N/A,N/A
1149,019,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,020,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,021,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,022,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,024,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,025,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,026,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,027,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
1149,030,RH-3,No change,N/A,40-X,40//40-R-4,N/A,N/A,N/A
