"Parcel.Number","old_height","new_height_rezoning","new_height_housing_choice","height_increase_rezoning","height_increase_housing_choice"
"1773013",40,50,85,TRUE,TRUE
"1773017",40,50,85,TRUE,TRUE
"1773018",40,50,85,TRUE,TRUE
"1773019",40,40,65,FALSE,TRUE
"1774005",40,50,85,TRUE,TRUE
"1774006",40,50,85,TRUE,TRUE
"1774007",40,50,85,TRUE,TRUE
"1774009",40,50,85,TRUE,TRUE
"1774010",40,50,85,TRUE,TRUE
"1774011",40,50,85,TRUE,TRUE
"1774012",40,50,85,TRUE,TRUE
"1774013",40,50,85,TRUE,TRUE
"1774014",40,50,85,TRUE,TRUE
"1774015",40,50,85,TRUE,TRUE
"1774016",40,50,85,TRUE,TRUE
"1774017",40,50,85,TRUE,TRUE
"1774018",40,50,85,TRUE,TRUE
"1774022",40,50,85,TRUE,TRUE
"1774023",40,50,85,TRUE,TRUE
"1774024",40,50,85,TRUE,TRUE
"1774025",40,50,85,TRUE,TRUE
"1774026",40,50,85,TRUE,TRUE
"1774027",40,40,65,FALSE,TRUE
"1774028",40,40,65,FALSE,TRUE
"1774029",40,40,65,FALSE,TRUE
"1774030",40,40,65,FALSE,TRUE
"1774031",40,40,65,FALSE,TRUE
"1774032",40,40,65,FALSE,TRUE
"1774033",40,40,65,FALSE,TRUE
"1774034",40,40,65,FALSE,TRUE
"1774035",40,40,65,FALSE,TRUE
"1774036",40,40,65,FALSE,TRUE
"1774037",40,40,65,FALSE,TRUE
"1774038",40,40,65,FALSE,TRUE
"1774039",40,40,65,FALSE,TRUE
"1774040",40,40,65,FALSE,TRUE
"1774041",40,40,65,FALSE,TRUE
"1775006",40,40,65,FALSE,TRUE
"1775007",40,40,65,FALSE,TRUE
"1775008",40,40,65,FALSE,TRUE
"1775009",40,40,65,FALSE,TRUE
"1775010",40,40,65,FALSE,TRUE
"1775011",40,40,65,FALSE,TRUE
"1775013",40,40,65,FALSE,TRUE
"1775014",40,40,65,FALSE,TRUE
"1775015",40,40,65,FALSE,TRUE
"1775016",40,40,65,FALSE,TRUE
"1775017",40,40,65,FALSE,TRUE
"1775018",40,40,65,FALSE,TRUE
"1775019",40,40,65,FALSE,TRUE
"1775020",40,40,65,FALSE,TRUE
"1775021",40,50,85,TRUE,TRUE
"1775022",40,50,85,TRUE,TRUE
"1775025",40,50,85,TRUE,TRUE
"1775026",40,50,85,TRUE,TRUE
"1775027",40,50,85,TRUE,TRUE
"1775028",40,50,85,TRUE,TRUE
"1775029",40,50,85,TRUE,TRUE
"1775030",40,40,65,FALSE,TRUE
"1775031",40,40,65,FALSE,TRUE
"1775032",40,40,65,FALSE,TRUE
"1775033",40,40,65,FALSE,TRUE
"1775034",40,40,65,FALSE,TRUE
"1775035",40,40,65,FALSE,TRUE
"1775036",40,40,65,FALSE,TRUE
"1775037",40,40,65,FALSE,TRUE
"1775038",40,40,65,FALSE,TRUE
"1775039",40,40,65,FALSE,TRUE
"1775040",40,40,65,FALSE,TRUE
"1775041",40,40,65,FALSE,TRUE
"1775042",40,40,65,FALSE,TRUE
"1775043",40,40,65,FALSE,TRUE
"1775044",40,40,65,FALSE,TRUE
"1775045",40,40,65,FALSE,TRUE
"1775051",40,50,85,TRUE,TRUE
"1776005",40,40,40,FALSE,FALSE
"1776006",40,40,40,FALSE,FALSE
"1776007",40,40,40,FALSE,FALSE
"1776008",40,40,40,FALSE,FALSE
"1776009",40,40,40,FALSE,FALSE
"1776010",40,40,40,FALSE,FALSE
"1776011",40,40,40,FALSE,FALSE
"1776013",40,40,40,FALSE,FALSE
"1776014",40,50,85,TRUE,TRUE
"1776015",40,50,85,TRUE,TRUE
"1777001",NA,50,85,FALSE,FALSE
"1777002",40,40,40,FALSE,FALSE
"1777003",40,40,40,FALSE,FALSE
"1777004",40,40,40,FALSE,FALSE
"1777005",40,40,40,FALSE,FALSE
"1777006",40,40,40,FALSE,FALSE
"1777007",40,40,40,FALSE,FALSE
"1777008",40,40,40,FALSE,FALSE
"1777009",40,40,40,FALSE,FALSE
"1777010",40,40,40,FALSE,FALSE
"1777011",40,40,40,FALSE,FALSE
"1777012",40,40,40,FALSE,FALSE
"1777013",40,40,40,FALSE,FALSE
"1777014",40,40,40,FALSE,FALSE
"1777015",40,50,85,TRUE,TRUE
"1777016",40,50,85,TRUE,TRUE
"1777017",40,50,85,TRUE,TRUE
"1777018",40,50,85,TRUE,TRUE
"1777019",40,50,85,TRUE,TRUE
"1777020",40,40,40,FALSE,FALSE
"1777021",40,40,40,FALSE,FALSE
"1777022",40,40,40,FALSE,FALSE
"1777023",40,40,40,FALSE,FALSE
"1777024",40,40,40,FALSE,FALSE
"1777025",40,40,40,FALSE,FALSE
"1777026",40,40,40,FALSE,FALSE
"1777027",40,40,40,FALSE,FALSE
"1777028",40,40,40,FALSE,FALSE
"1777029",40,40,40,FALSE,FALSE
"1777030",40,40,40,FALSE,FALSE
"1777031",40,40,40,FALSE,FALSE
"1777032",40,40,40,FALSE,FALSE
"1777033",40,40,40,FALSE,FALSE
"1777034",40,40,40,FALSE,FALSE
"1777035",40,40,40,FALSE,FALSE
"1777036",40,40,40,FALSE,FALSE
"1777037",NA,50,85,FALSE,FALSE
"1777039",NA,50,85,FALSE,FALSE
"1778001",NA,50,85,FALSE,FALSE
"1778002",40,40,40,FALSE,FALSE
"1778003",40,40,40,FALSE,FALSE
"1778004",40,40,40,FALSE,FALSE
"1778005",40,40,40,FALSE,FALSE
"1778006",40,40,40,FALSE,FALSE
"1778007",40,40,40,FALSE,FALSE
"1778008",40,40,40,FALSE,FALSE
"1778009",40,40,40,FALSE,FALSE
"1778010",40,40,40,FALSE,FALSE
"1778011",40,40,40,FALSE,FALSE
"1778012",40,40,40,FALSE,FALSE
"1778013",40,40,40,FALSE,FALSE
"1778014",40,40,40,FALSE,FALSE
"1778015",40,40,40,FALSE,FALSE
"1778016",40,40,40,FALSE,FALSE
"1778017",40,40,40,FALSE,FALSE
"1778018",40,50,85,TRUE,TRUE
"1778019",40,50,85,TRUE,TRUE
"1778020",40,50,85,TRUE,TRUE
"1778021",40,50,85,TRUE,TRUE
"1778022",40,50,85,TRUE,TRUE
"1778023",40,50,85,TRUE,TRUE
"1778024",40,50,85,TRUE,TRUE
"1778025",40,40,40,FALSE,FALSE
"1778026",40,40,40,FALSE,FALSE
"1778027",40,40,40,FALSE,FALSE
"1778028",40,40,40,FALSE,FALSE
"1778029",40,40,40,FALSE,FALSE
"1778031",40,40,40,FALSE,FALSE
"1778032",40,40,40,FALSE,FALSE
"1778033",40,40,40,FALSE,FALSE
"1778034",40,40,40,FALSE,FALSE
"1778035",40,40,40,FALSE,FALSE
"1778036",40,40,40,FALSE,FALSE
"1778037",40,40,40,FALSE,FALSE
"1778038",40,40,40,FALSE,FALSE
"1778039",40,40,40,FALSE,FALSE
"1778040",40,50,85,TRUE,TRUE
"1778042",40,50,85,TRUE,TRUE
"1778044",40,50,85,TRUE,TRUE
"1778045",NA,50,85,FALSE,FALSE
"1778050",40,40,40,FALSE,FALSE
"1779001",40,50,85,TRUE,TRUE
"1779002",40,40,40,FALSE,FALSE
"1779003",40,40,40,FALSE,FALSE
"1779004",40,40,40,FALSE,FALSE
"1779005",40,40,40,FALSE,FALSE
"1779006",40,40,40,FALSE,FALSE
"1779007",40,40,40,FALSE,FALSE
"1779008",40,40,40,FALSE,FALSE
"1779009",40,40,40,FALSE,FALSE
"1779010",40,40,40,FALSE,FALSE
"1779011",40,40,40,FALSE,FALSE
"1779012",40,40,40,FALSE,FALSE
"1779013",40,40,40,FALSE,FALSE
"1779014",40,50,85,TRUE,TRUE
"1779015",40,50,85,TRUE,TRUE
"1779016",40,50,85,TRUE,TRUE
"1779017",40,50,85,TRUE,TRUE
"1779018",40,50,85,TRUE,TRUE
"1779019",40,50,85,TRUE,TRUE
"1779020",40,50,85,TRUE,TRUE
"1779021",40,50,85,TRUE,TRUE
"1779022",40,40,40,FALSE,FALSE
"1779023",40,40,40,FALSE,FALSE
"1779024",40,40,40,FALSE,FALSE
"1779025",40,40,40,FALSE,FALSE
"1779026",40,40,40,FALSE,FALSE
"1779027",40,40,40,FALSE,FALSE
"1779028",40,40,40,FALSE,FALSE
"1779029",40,40,40,FALSE,FALSE
"1779030",40,40,40,FALSE,FALSE
"1779031",40,40,40,FALSE,FALSE
"1779035",40,50,85,TRUE,TRUE
"1779038",40,50,85,TRUE,TRUE
"1779039",40,50,85,TRUE,TRUE
"1779040",40,50,85,TRUE,TRUE
"1779055",40,50,85,TRUE,TRUE
"1779056",40,50,85,TRUE,TRUE
"1779057",40,50,85,TRUE,TRUE
"1780001",40,50,85,TRUE,TRUE
"1780002",40,40,40,FALSE,FALSE
"1780003",40,40,40,FALSE,FALSE
"1780004",40,40,40,FALSE,FALSE
"1780005",40,40,40,FALSE,FALSE
"1780006",40,40,40,FALSE,FALSE
"1780007",40,40,40,FALSE,FALSE
"1780008",40,40,40,FALSE,FALSE
"1780009",40,40,40,FALSE,FALSE
"1780010",40,40,40,FALSE,FALSE
"1780011",40,40,40,FALSE,FALSE
"1780012",40,40,40,FALSE,FALSE
"1780013",40,40,40,FALSE,FALSE
"1780014",40,40,40,FALSE,FALSE
"1780015",40,40,40,FALSE,FALSE
"1780016",40,40,40,FALSE,FALSE
"1780017",40,40,40,FALSE,FALSE
"1780018",40,50,85,TRUE,TRUE
"1780019",40,50,85,TRUE,TRUE
"1780020",40,50,85,TRUE,TRUE
"1780021",40,50,85,TRUE,TRUE
"1780022",40,50,85,TRUE,TRUE
"1780023",40,50,85,TRUE,TRUE
"1780024",40,50,85,TRUE,TRUE
"1780025",40,50,85,TRUE,TRUE
"1780026",40,40,40,FALSE,FALSE
"1780027",40,40,40,FALSE,FALSE
"1780028",40,40,40,FALSE,FALSE
"1780029",40,40,40,FALSE,FALSE
"1780030",40,40,40,FALSE,FALSE
"1780031",40,40,40,FALSE,FALSE
"1780032",40,40,40,FALSE,FALSE
"1780033",40,40,40,FALSE,FALSE
"1780034",40,40,40,FALSE,FALSE
"1780035",40,40,40,FALSE,FALSE
"1780036",40,40,40,FALSE,FALSE
"1780037",40,40,40,FALSE,FALSE
"1780038",40,40,40,FALSE,FALSE
"1780039",40,40,40,FALSE,FALSE
"1780040",40,40,40,FALSE,FALSE
"1780041",40,40,40,FALSE,FALSE
"1780042",40,40,40,FALSE,FALSE
"1780044",40,50,85,TRUE,TRUE
"1780045",40,50,85,TRUE,TRUE
"1780050",40,50,85,TRUE,TRUE
"1781001",40,50,85,TRUE,TRUE
"1781002",40,40,40,FALSE,FALSE
"1781003",40,40,40,FALSE,FALSE
"1781004",40,40,40,FALSE,FALSE
"1781005",40,40,40,FALSE,FALSE
"1781007",40,40,40,FALSE,FALSE
"1781008",40,40,40,FALSE,FALSE
"1781009",40,40,40,FALSE,FALSE
"1781010",40,40,40,FALSE,FALSE
"1781013",40,40,40,FALSE,FALSE
"1781014",40,40,40,FALSE,FALSE
"1781015",40,40,40,FALSE,FALSE
"1781016",40,40,40,FALSE,FALSE
"1781017",40,40,40,FALSE,FALSE
"1781018",40,50,85,TRUE,TRUE
"1781019",40,50,85,TRUE,TRUE
"1781020",40,50,85,TRUE,TRUE
"1781021",40,50,85,TRUE,TRUE
"1781022",40,50,85,TRUE,TRUE
"1781023",40,50,85,TRUE,TRUE
"1781024",40,50,85,TRUE,TRUE
"1781025",40,50,85,TRUE,TRUE
"1781026",40,50,85,TRUE,TRUE
"1781027",40,40,40,FALSE,FALSE
"1781028",40,40,40,FALSE,FALSE
"1781029",40,40,40,FALSE,FALSE
"1781030",40,40,40,FALSE,FALSE
"1781032",40,40,40,FALSE,FALSE
"1781033",40,40,40,FALSE,FALSE
"1781034",40,40,40,FALSE,FALSE
"1781035",40,40,40,FALSE,FALSE
"1781036",40,40,40,FALSE,FALSE
"1781038",40,40,40,FALSE,FALSE
"1781039",40,40,40,FALSE,FALSE
"1781040",40,40,40,FALSE,FALSE
"1781041",40,40,40,FALSE,FALSE
"1781042",40,40,40,FALSE,FALSE
"1781043",40,50,85,TRUE,TRUE
"1781044",40,50,85,TRUE,TRUE
"1781045",40,50,85,TRUE,TRUE
"1781046",40,50,85,TRUE,TRUE
"1781047",40,50,85,TRUE,TRUE
"1781048",40,50,85,TRUE,TRUE
"1781049",40,50,85,TRUE,TRUE
"1781050",40,50,85,TRUE,TRUE
"1781053",40,40,40,FALSE,FALSE
"1781055",40,40,40,FALSE,FALSE
"1781057",40,40,40,FALSE,FALSE
"1781071",40,40,40,FALSE,FALSE
"1782001",40,40,40,FALSE,FALSE
"1782002",40,40,40,FALSE,FALSE
"1782003",40,40,40,FALSE,FALSE
"1782004",40,40,40,FALSE,FALSE
"1782005",40,40,40,FALSE,FALSE
"1782006",40,40,40,FALSE,FALSE
"1782007",40,40,40,FALSE,FALSE
"1782008",40,40,40,FALSE,FALSE
"1782009",40,40,40,FALSE,FALSE
"1782010",40,40,40,FALSE,FALSE
"1782011",40,40,40,FALSE,FALSE
"1782012",40,40,40,FALSE,FALSE
"1782013",40,40,40,FALSE,FALSE
"1782014",40,50,85,TRUE,TRUE
"1782015",40,50,85,TRUE,TRUE
"1782016",40,50,85,TRUE,TRUE
"1782017",40,40,40,FALSE,FALSE
"1782018",40,40,40,FALSE,FALSE
"1782019",40,40,40,FALSE,FALSE
"1782020",40,40,40,FALSE,FALSE
"1782021",40,40,40,FALSE,FALSE
"1782022",40,40,40,FALSE,FALSE
"1782023",40,40,40,FALSE,FALSE
"1782024",40,40,40,FALSE,FALSE
"1782025",40,40,40,FALSE,FALSE
"1782026",40,40,40,FALSE,FALSE
"1782027",40,40,40,FALSE,FALSE
"1783001",40,40,40,FALSE,FALSE
"1783002",40,40,40,FALSE,FALSE
"1783003",40,40,40,FALSE,FALSE
"1783004",40,40,40,FALSE,FALSE
"1783005",40,40,40,FALSE,FALSE
"1783006",40,40,40,FALSE,FALSE
"1783007",40,40,40,FALSE,FALSE
"1783008",40,40,40,FALSE,FALSE
"1783009",40,40,40,FALSE,FALSE
"1783010",40,40,40,FALSE,FALSE
"1783011",40,40,40,FALSE,FALSE
"1783012",40,40,40,FALSE,FALSE
"1783013",40,50,85,TRUE,TRUE
"1783016",40,50,85,TRUE,TRUE
"1783017",40,50,85,TRUE,TRUE
"1783018",40,50,85,TRUE,TRUE
"1783019",40,50,85,TRUE,TRUE
"1783020",40,50,85,TRUE,TRUE
"1783021",40,40,40,FALSE,FALSE
"1783022",40,40,40,FALSE,FALSE
"1783023",40,40,40,FALSE,FALSE
"1783024",40,40,40,FALSE,FALSE
"1783025",40,40,40,FALSE,FALSE
"1783026",40,40,40,FALSE,FALSE
"1783027",40,40,40,FALSE,FALSE
"1783028",40,40,40,FALSE,FALSE
"1783029",40,40,40,FALSE,FALSE
"1783030",40,40,40,FALSE,FALSE
"1783031",40,40,40,FALSE,FALSE
"1783032",40,40,40,FALSE,FALSE
"1783033",40,40,40,FALSE,FALSE
"1783034",40,40,40,FALSE,FALSE
"1783035",40,40,40,FALSE,FALSE
"1783036",40,40,40,FALSE,FALSE
"1783037",40,40,40,FALSE,FALSE
"1783038",40,40,40,FALSE,FALSE
"1784001",40,40,40,FALSE,FALSE
"1784006",40,40,40,FALSE,FALSE
"1784007",40,40,40,FALSE,FALSE
"1784008",40,40,40,FALSE,FALSE
"1784009",40,40,40,FALSE,FALSE
"1784010",40,40,40,FALSE,FALSE
"1784011",40,40,40,FALSE,FALSE
"1784012",40,40,40,FALSE,FALSE
"1784013",40,40,40,FALSE,FALSE
"1784014",40,40,40,FALSE,FALSE
"1784015",40,40,40,FALSE,FALSE
"1784016",40,40,40,FALSE,FALSE
"1784017",40,40,40,FALSE,FALSE
"1784018",40,40,40,FALSE,FALSE
"1784020",40,40,40,FALSE,FALSE
"1784021",40,50,85,TRUE,TRUE
"1784031",40,50,85,TRUE,TRUE
"1785001",40,40,40,FALSE,FALSE
"1785002",40,40,40,FALSE,FALSE
"1785003",40,40,40,FALSE,FALSE
"1785004",40,40,40,FALSE,FALSE
"1785005",40,40,40,FALSE,FALSE
"1785006",40,40,40,FALSE,FALSE
"1785007",40,40,40,FALSE,FALSE
"1785008",40,40,40,FALSE,FALSE
"1785009",40,40,40,FALSE,FALSE
"1785010",40,40,40,FALSE,FALSE
"1785011",40,40,40,FALSE,FALSE
"1785016",40,50,85,TRUE,TRUE
"1785017",40,50,85,TRUE,TRUE
"1785018",40,50,85,TRUE,TRUE
"1785019",40,40,40,FALSE,FALSE
"1785020",40,40,40,FALSE,FALSE
"1785021",40,40,40,FALSE,FALSE
"1785022",40,40,40,FALSE,FALSE
"1785023",40,40,40,FALSE,FALSE
"1785024",40,40,40,FALSE,FALSE
"1785025",40,40,40,FALSE,FALSE
"1785026",40,40,40,FALSE,FALSE
"1785027",40,40,40,FALSE,FALSE
"1785029",40,40,40,FALSE,FALSE
"1785030",40,40,40,FALSE,FALSE
"1785031",40,40,40,FALSE,FALSE
"1785032",40,50,85,TRUE,TRUE
"1785033",40,40,40,FALSE,FALSE
"1785034",40,40,40,FALSE,FALSE
"1785035",40,50,85,TRUE,TRUE
"1785036",40,50,85,TRUE,TRUE
"1786001",40,40,40,FALSE,FALSE
"1786002",40,40,40,FALSE,FALSE
"1786003",40,40,40,FALSE,FALSE
"1786004",40,40,40,FALSE,FALSE
"1786005",40,40,40,FALSE,FALSE
"1786006",40,40,40,FALSE,FALSE
"1786007",40,40,40,FALSE,FALSE
"1786008",40,40,40,FALSE,FALSE
"1786009",40,40,40,FALSE,FALSE
"1786010",40,40,40,FALSE,FALSE
"1786011",40,40,40,FALSE,FALSE
"1786012",40,40,40,FALSE,FALSE
"1786013",40,50,85,TRUE,TRUE
"1786014",40,50,85,TRUE,TRUE
"1786015",40,50,85,TRUE,TRUE
"1786016",40,50,85,TRUE,TRUE
"1786017",40,40,40,FALSE,FALSE
"1786018",40,40,40,FALSE,FALSE
"1786019",40,40,40,FALSE,FALSE
"1786020",40,40,40,FALSE,FALSE
"1786021",40,40,40,FALSE,FALSE
"1786022",40,40,40,FALSE,FALSE
"1786023",40,40,40,FALSE,FALSE
"1786024",40,40,40,FALSE,FALSE
"1786025",40,40,40,FALSE,FALSE
"1786026",40,40,40,FALSE,FALSE
"1786027",40,40,40,FALSE,FALSE
"1786028",40,40,40,FALSE,FALSE
"1786029",40,40,40,FALSE,FALSE
"1786030",40,40,40,FALSE,FALSE
"1786031",40,40,40,FALSE,FALSE
"1786032",40,40,40,FALSE,FALSE
"1786033",40,40,40,FALSE,FALSE
"1786034",40,40,40,FALSE,FALSE
"1787001",40,40,40,FALSE,FALSE
"1787002",40,40,40,FALSE,FALSE
"1787003",40,40,40,FALSE,FALSE
"1787004",40,40,40,FALSE,FALSE
"1787005",40,40,40,FALSE,FALSE
"1787006",40,40,40,FALSE,FALSE
"1787007",40,40,40,FALSE,FALSE
"1787008",40,40,40,FALSE,FALSE
"1787009",40,40,40,FALSE,FALSE
"1787010",40,40,40,FALSE,FALSE
"1787011",40,50,85,TRUE,TRUE
"1787012",40,50,85,TRUE,TRUE
"1787013",40,50,85,TRUE,TRUE
"1787014",40,50,85,TRUE,TRUE
"1787015",40,50,85,TRUE,TRUE
"1787016",40,50,85,TRUE,TRUE
"1787017",40,40,40,FALSE,FALSE
"1787018",40,40,40,FALSE,FALSE
"1787019",40,40,40,FALSE,FALSE
"1787020",40,40,40,FALSE,FALSE
"1787021",40,40,40,FALSE,FALSE
"1787022",40,40,40,FALSE,FALSE
"1787023",40,40,40,FALSE,FALSE
"1787024",40,40,40,FALSE,FALSE
"1787025",40,40,40,FALSE,FALSE
"1787026",40,40,40,FALSE,FALSE
"1787027",40,40,40,FALSE,FALSE
"1787028",40,40,40,FALSE,FALSE
"1787029",40,40,40,FALSE,FALSE
"1787030",40,40,40,FALSE,FALSE
"1787031",40,40,40,FALSE,FALSE
"1787032",40,40,40,FALSE,FALSE
"1787033",40,40,40,FALSE,FALSE
"1787034",40,40,40,FALSE,FALSE
"1787041",40,40,40,FALSE,FALSE
"1788001",40,40,40,FALSE,FALSE
"1788002",40,40,40,FALSE,FALSE
"1788003",40,40,40,FALSE,FALSE
"1788004",40,40,40,FALSE,FALSE
"1788005",40,40,40,FALSE,FALSE
"1788006",40,40,40,FALSE,FALSE
"1788007",40,40,40,FALSE,FALSE
"1788008",40,40,40,FALSE,FALSE
"1788009",40,40,40,FALSE,FALSE
"1788010",40,40,40,FALSE,FALSE
"1788011",40,40,40,FALSE,FALSE
"1788012",40,40,40,FALSE,FALSE
"1788013",40,40,40,FALSE,FALSE
"1788014",40,40,40,FALSE,FALSE
"1788015",40,50,85,TRUE,TRUE
"1788016",40,50,85,TRUE,TRUE
"1788017",40,50,85,TRUE,TRUE
"1788018",40,50,85,TRUE,TRUE
"1788019",40,50,85,TRUE,TRUE
"1788020",40,50,85,TRUE,TRUE
"1788021",40,40,40,FALSE,FALSE
"1788022",40,40,40,FALSE,FALSE
"1788023",40,40,40,FALSE,FALSE
"1788024",40,40,40,FALSE,FALSE
"1788025",40,40,40,FALSE,FALSE
"1788026",40,40,40,FALSE,FALSE
"1788027",40,40,40,FALSE,FALSE
"1788028",40,40,40,FALSE,FALSE
"1788029",40,40,40,FALSE,FALSE
"1788030",40,40,40,FALSE,FALSE
"1788031",40,40,40,FALSE,FALSE
"1788032",40,40,40,FALSE,FALSE
"1788033",40,40,40,FALSE,FALSE
"1788034",40,40,40,FALSE,FALSE
"1788035",40,40,40,FALSE,FALSE
"1788036",40,40,40,FALSE,FALSE
"1788051",40,40,40,FALSE,FALSE
"1789001",40,40,40,FALSE,FALSE
"1789002",40,40,40,FALSE,FALSE
"1789003",40,40,40,FALSE,FALSE
"1789004",40,40,40,FALSE,FALSE
"1789005",40,40,40,FALSE,FALSE
"1789006",40,40,40,FALSE,FALSE
"1789007",40,40,40,FALSE,FALSE
"1789008",40,40,40,FALSE,FALSE
"1789009",40,40,40,FALSE,FALSE
"1789010",40,40,40,FALSE,FALSE
"1789011",40,40,40,FALSE,FALSE
"1789012",40,40,40,FALSE,FALSE
"1789013",40,40,40,FALSE,FALSE
"1789014",40,40,40,FALSE,FALSE
"1789015",40,40,40,FALSE,FALSE
"1789016",40,40,40,FALSE,FALSE
"1789017",40,40,40,FALSE,FALSE
"1789018",40,50,85,TRUE,TRUE
"1789019",40,40,40,FALSE,FALSE
"1789020",40,40,40,FALSE,FALSE
"1789021",40,40,40,FALSE,FALSE
"1789022",40,40,40,FALSE,FALSE
"1789023",40,40,40,FALSE,FALSE
"1789024",40,40,40,FALSE,FALSE
"1789025",40,40,40,FALSE,FALSE
"1789026",40,40,40,FALSE,FALSE
"1789027",40,40,40,FALSE,FALSE
"1789028",40,40,40,FALSE,FALSE
"1789029",40,40,40,FALSE,FALSE
"1789030",40,40,40,FALSE,FALSE
"1789031",40,40,40,FALSE,FALSE
"1789032",40,40,40,FALSE,FALSE
"1789033",40,40,40,FALSE,FALSE
"1789034",40,40,40,FALSE,FALSE
"1789035",40,40,40,FALSE,FALSE
"1789036",40,40,40,FALSE,FALSE
"1789037",40,40,40,FALSE,FALSE
"1789038",40,40,40,FALSE,FALSE
"1789039",40,40,40,FALSE,FALSE
"1789040",40,40,40,FALSE,FALSE
"1789041",40,40,40,FALSE,FALSE
"1789042",40,40,40,FALSE,FALSE
"1789043",40,40,40,FALSE,FALSE
"1789044",40,40,40,FALSE,FALSE
"1790001",40,40,40,FALSE,FALSE
"1790002",40,40,40,FALSE,FALSE
"1790003",40,40,40,FALSE,FALSE
"1790004",40,40,40,FALSE,FALSE
"1790005",40,40,40,FALSE,FALSE
"1790006",40,40,40,FALSE,FALSE
"1790007",40,40,40,FALSE,FALSE
"1790008",40,40,40,FALSE,FALSE
"1790009",40,40,40,FALSE,FALSE
"1790010",40,40,40,FALSE,FALSE
"1790011",40,40,40,FALSE,FALSE
"1790012",40,40,40,FALSE,FALSE
"1790013",40,40,40,FALSE,FALSE
"1790014",40,40,40,FALSE,FALSE
"1790015",40,40,40,FALSE,FALSE
"1790016",40,40,65,FALSE,TRUE
"1790017",40,40,65,FALSE,TRUE
"1790018",40,40,65,FALSE,TRUE
"1790019",40,40,65,FALSE,TRUE
"1790020",40,40,40,FALSE,FALSE
"1790021",40,40,40,FALSE,FALSE
"1790022",40,40,40,FALSE,FALSE
"1792001",40,40,65,FALSE,TRUE
"1792002",40,40,40,FALSE,FALSE
"1792003",40,40,40,FALSE,FALSE
"1792004",40,40,40,FALSE,FALSE
"1792005",40,40,40,FALSE,FALSE
"1792006",40,40,40,FALSE,FALSE
"1792007",40,40,40,FALSE,FALSE
"1792008",40,50,85,TRUE,TRUE
"1792009",40,50,85,TRUE,TRUE
"1792011",40,50,85,TRUE,TRUE
"1792012",40,50,85,TRUE,TRUE
"1792013",40,40,40,FALSE,FALSE
"1792014",40,40,40,FALSE,FALSE
"1792015",40,40,40,FALSE,FALSE
"1792016",40,40,40,FALSE,FALSE
"1792017",40,40,40,FALSE,FALSE
"1792018",40,40,65,FALSE,TRUE
"1792019",40,50,85,TRUE,TRUE
"1793001",40,40,65,FALSE,TRUE
"1793002",40,40,65,FALSE,TRUE
"1793003",40,40,40,FALSE,FALSE
"1793004",40,40,40,FALSE,FALSE
"1793005",40,40,40,FALSE,FALSE
"1793006",40,40,40,FALSE,FALSE
"1793007",40,40,40,FALSE,FALSE
"1793008",40,40,40,FALSE,FALSE
"1793009",40,40,40,FALSE,FALSE
"1793010",40,40,40,FALSE,FALSE
"1793011",40,40,40,FALSE,FALSE
"1793012",40,40,40,FALSE,FALSE
"1793013",40,40,40,FALSE,FALSE
"1793014",40,40,40,FALSE,FALSE
"1793015",40,40,40,FALSE,FALSE
"1793016",40,40,40,FALSE,FALSE
"1793017",40,40,40,FALSE,FALSE
"1793018",40,40,40,FALSE,FALSE
"1793022",40,50,85,TRUE,TRUE
"1793023",40,50,85,TRUE,TRUE
"1793024",40,50,85,TRUE,TRUE
"1793025",40,50,85,TRUE,TRUE
"1793026",40,50,85,TRUE,TRUE
"1793027",40,40,40,FALSE,FALSE
"1793028",40,40,40,FALSE,FALSE
"1793029",40,40,40,FALSE,FALSE
"1793030",40,40,40,FALSE,FALSE
"1793031",40,40,40,FALSE,FALSE
"1793032",40,40,40,FALSE,FALSE
"1793033",40,40,40,FALSE,FALSE
"1793034",40,40,40,FALSE,FALSE
"1793035",40,40,40,FALSE,FALSE
"1793036",40,40,40,FALSE,FALSE
"1793037",40,40,40,FALSE,FALSE
"1793038",40,40,40,FALSE,FALSE
"1793039",40,40,40,FALSE,FALSE
"1793040",40,40,40,FALSE,FALSE
"1793041",40,40,40,FALSE,FALSE
"1793042",40,40,40,FALSE,FALSE
"1793043",40,40,65,FALSE,TRUE
"1793044",40,40,65,FALSE,TRUE
"1793045",40,40,65,FALSE,TRUE
"1793046",40,40,65,FALSE,TRUE
"1793047",40,40,65,FALSE,TRUE
"1793048",40,40,65,FALSE,TRUE
"1793049",40,40,40,FALSE,FALSE
"1793050",40,50,85,TRUE,TRUE
"1793051",40,50,85,TRUE,TRUE
"1793055",40,50,85,TRUE,TRUE
"1793056",40,50,85,TRUE,TRUE
"1794001",40,40,65,FALSE,TRUE
"1794002",40,40,40,FALSE,FALSE
"1794003",40,40,40,FALSE,FALSE
"1794004",40,40,40,FALSE,FALSE
"1794005",40,40,40,FALSE,FALSE
"1794006",40,40,40,FALSE,FALSE
"1794007",40,40,40,FALSE,FALSE
"1794008",40,40,40,FALSE,FALSE
"1794009",40,40,40,FALSE,FALSE
"1794010",40,40,40,FALSE,FALSE
"1794011",40,40,40,FALSE,FALSE
"1794012",40,40,40,FALSE,FALSE
"1794013",40,40,40,FALSE,FALSE
"1794014",40,40,40,FALSE,FALSE
