"Parcel.Number","old_height","new_height_rezoning","new_height_housing_choice","height_increase_rezoning","height_increase_housing_choice"
"0635006",40,50,85,TRUE,TRUE
"0635007",40,50,85,TRUE,TRUE
"0635008",40,50,85,TRUE,TRUE
"0635009",40,50,85,TRUE,TRUE
"0635010",40,50,85,TRUE,TRUE
"0635011",40,40,50,FALSE,TRUE
"0635012",40,40,50,FALSE,TRUE
"0635013",40,40,50,FALSE,TRUE
"0635014",40,40,50,FALSE,TRUE
"0635015",40,40,50,FALSE,TRUE
"0635016",40,40,50,FALSE,TRUE
"0635018",40,40,50,FALSE,TRUE
"0635019",40,40,50,FALSE,TRUE
"0635020",40,40,50,FALSE,TRUE
"0635023",40,40,50,FALSE,TRUE
"0635025",40,40,50,FALSE,TRUE
"0635027",40,40,50,FALSE,TRUE
"0635029",40,40,50,FALSE,TRUE
"0635031",40,40,50,FALSE,TRUE
"0635045",40,40,50,FALSE,TRUE
"0636001",40,40,40,FALSE,FALSE
"0636002",40,40,40,FALSE,FALSE
"0636003",40,40,40,FALSE,FALSE
"0636008",40,50,85,TRUE,TRUE
"0636009",40,50,85,TRUE,TRUE
"0636011",40,50,85,TRUE,TRUE
"0636012",40,50,85,TRUE,TRUE
"0636013",40,50,85,TRUE,TRUE
"0636014",40,50,85,TRUE,TRUE
"0636015",40,50,85,TRUE,TRUE
"0636016",40,50,85,TRUE,TRUE
"0636017",40,50,85,TRUE,TRUE
"0636018",40,50,85,TRUE,TRUE
"0636021",40,40,65,FALSE,TRUE
"0636022",40,40,65,FALSE,TRUE
"0636023",40,40,65,FALSE,TRUE
"0636031",40,40,40,FALSE,FALSE
"0636032",40,40,40,FALSE,FALSE
"0636033",40,50,85,TRUE,TRUE
"0636035",40,50,85,TRUE,TRUE
"0636037",40,40,65,FALSE,TRUE
"0636038",40,40,40,FALSE,FALSE
"0637002",40,40,40,FALSE,FALSE
"0637003",40,40,40,FALSE,FALSE
"0637005",40,50,85,TRUE,TRUE
"0637009",40,50,85,TRUE,TRUE
"0637011",40,50,85,TRUE,TRUE
"0637014",40,40,40,FALSE,FALSE
"0637015",40,40,40,FALSE,FALSE
"0637016",40,40,40,FALSE,FALSE
"0637017",40,40,40,FALSE,FALSE
"0637018",40,40,40,FALSE,FALSE
"0637019",40,40,40,FALSE,FALSE
"0637020",40,50,85,TRUE,TRUE
"0637026",40,40,40,FALSE,FALSE
"0637035",40,50,85,TRUE,TRUE
"0637038",40,50,85,TRUE,TRUE
"0637040",40,50,85,TRUE,TRUE
"0637043",40,40,40,FALSE,FALSE
"0637061",40,50,85,TRUE,TRUE
"0638002",40,50,85,TRUE,TRUE
"0638004",40,50,85,TRUE,TRUE
"0638005",40,50,85,TRUE,TRUE
"0638008",40,50,85,TRUE,TRUE
"0638009",40,50,85,TRUE,TRUE
"0638011",40,40,40,FALSE,FALSE
"0638012",40,40,40,FALSE,FALSE
"0638016",40,50,85,TRUE,TRUE
"0638017",40,40,40,FALSE,FALSE
"0638041",40,40,40,FALSE,FALSE
"0638057",40,40,40,FALSE,FALSE
"0638077",40,50,85,TRUE,TRUE
"0639001",40,40,40,FALSE,FALSE
"0639002",40,40,40,FALSE,FALSE
"0639004",40,50,85,TRUE,TRUE
"0639005",40,50,85,TRUE,TRUE
"0639006",40,50,85,TRUE,TRUE
"0639007",40,50,85,TRUE,TRUE
"0639008",40,50,85,TRUE,TRUE
"0639009",40,50,85,TRUE,TRUE
"0639010",40,50,85,TRUE,TRUE
"0639012",40,40,40,FALSE,FALSE
"0639014",40,40,40,FALSE,FALSE
"0639016",40,40,40,FALSE,FALSE
"0639017",40,40,40,FALSE,FALSE
"0639030",40,50,85,TRUE,TRUE
"0639042",40,40,40,FALSE,FALSE
"0639046",40,50,85,TRUE,TRUE
"0640002",40,40,40,FALSE,FALSE
"0640004",40,50,85,TRUE,TRUE
"0640005",40,50,85,TRUE,TRUE
"0640006",40,50,85,TRUE,TRUE
"0640007",40,50,85,TRUE,TRUE
"0640008",40,50,85,TRUE,TRUE
"0640009",40,50,85,TRUE,TRUE
"0640010",40,50,85,TRUE,TRUE
"0640011",40,40,40,FALSE,FALSE
"0640012",40,40,40,FALSE,FALSE
"0640016",40,40,40,FALSE,FALSE
"0640017",40,40,40,FALSE,FALSE
"0640018",40,40,40,FALSE,FALSE
"0640019",40,40,40,FALSE,FALSE
"0640028",40,40,40,FALSE,FALSE
"0640031",40,40,40,FALSE,FALSE
"0641002",40,40,40,FALSE,FALSE
"0641004",40,40,40,FALSE,FALSE
"0641005",40,40,40,FALSE,FALSE
"0641006",40,40,40,FALSE,FALSE
"0641007",NA,80,80,FALSE,FALSE
"0641008",NA,80,80,FALSE,FALSE
"0641009",40,40,40,FALSE,FALSE
"0641010",40,40,40,FALSE,FALSE
"0641011",40,40,40,FALSE,FALSE
"0641012",40,40,40,FALSE,FALSE
"0641013",40,40,40,FALSE,FALSE
"0641014",40,40,40,FALSE,FALSE
"0641015",40,40,40,FALSE,FALSE
"0643001",NA,65,85,FALSE,FALSE
"0643002",NA,65,85,FALSE,FALSE
"0643004",NA,65,85,FALSE,FALSE
"0643007",NA,65,85,FALSE,FALSE
"0643019",NA,65,85,FALSE,FALSE
"0644001",NA,65,65,FALSE,FALSE
"0644002",NA,65,65,FALSE,FALSE
"0644003",NA,65,65,FALSE,FALSE
"0644004",NA,65,65,FALSE,FALSE
"0644005",NA,65,65,FALSE,FALSE
"0644006",NA,65,65,FALSE,FALSE
"0644007",NA,65,65,FALSE,FALSE
"0644008",NA,65,65,FALSE,FALSE
"0644009",NA,65,65,FALSE,FALSE
"0644010",NA,65,85,FALSE,FALSE
"0644011",NA,65,85,FALSE,FALSE
"0644012",NA,65,85,FALSE,FALSE
"0644013",NA,65,85,FALSE,FALSE
"0644014",NA,65,85,FALSE,FALSE
"0644015",NA,65,85,FALSE,FALSE
"0644016",NA,65,85,FALSE,FALSE
"0644017",NA,65,85,FALSE,FALSE
"0644018",NA,65,85,FALSE,FALSE
"0644019",NA,65,85,FALSE,FALSE
"0644020",NA,65,85,FALSE,FALSE
"0644021",NA,65,85,FALSE,FALSE
"0644022",NA,65,85,FALSE,FALSE
"0644023",NA,65,85,FALSE,FALSE
"0644024",NA,65,85,FALSE,FALSE
"0645001",NA,65,85,FALSE,FALSE
"0645002",NA,65,85,FALSE,FALSE
"0645022",NA,65,85,FALSE,FALSE
"0645036",NA,80,85,FALSE,FALSE
"0645038",NA,65,85,FALSE,FALSE
"0648012",NA,80,85,FALSE,FALSE
"0648013",NA,80,85,FALSE,FALSE
"0648017",NA,80,85,FALSE,FALSE
"0648019",NA,80,85,FALSE,FALSE
"0648026",NA,80,85,FALSE,FALSE
"0648083",NA,80,85,FALSE,FALSE
"0648131",NA,80,85,FALSE,FALSE
"0653001",40,50,85,TRUE,TRUE
"0653017",40,40,65,FALSE,TRUE
"0653020",40,40,65,FALSE,TRUE
"0653021",40,40,65,FALSE,TRUE
"0653022",40,40,65,FALSE,TRUE
"0653023",40,50,85,TRUE,TRUE
"0653025",40,50,85,TRUE,TRUE
"0653026",40,50,85,TRUE,TRUE
"0653027",40,50,85,TRUE,TRUE
"0653028",40,50,85,TRUE,TRUE
"0653037",40,50,85,TRUE,TRUE
"0653038",40,50,85,TRUE,TRUE
"0653039",40,50,85,TRUE,TRUE
"0653040",40,50,85,TRUE,TRUE
"0653041",40,50,85,TRUE,TRUE
"0654001",40,50,85,TRUE,TRUE
"0654002",40,40,65,FALSE,TRUE
"0654003",40,40,65,FALSE,TRUE
"0654004",40,40,65,FALSE,TRUE
"0654005",40,40,65,FALSE,TRUE
"0654025",40,50,85,TRUE,TRUE
"0655005",40,40,65,FALSE,TRUE
"0655006",40,40,65,FALSE,TRUE
"0655008",40,40,40,FALSE,FALSE
"0655010",40,40,40,FALSE,FALSE
"0655011",40,40,40,FALSE,FALSE
"0655012",40,40,40,FALSE,FALSE
"0655014",40,40,40,FALSE,FALSE
"0655015",40,40,40,FALSE,FALSE
"0655016",40,40,40,FALSE,FALSE
"0655017",40,40,40,FALSE,FALSE
"0655018",40,40,40,FALSE,FALSE
"0655019",40,40,40,FALSE,FALSE
"0655020",40,40,40,FALSE,FALSE
"0655021",40,40,40,FALSE,FALSE
"0655022",40,40,40,FALSE,FALSE
"0655023",40,50,85,TRUE,TRUE
"0655024",40,50,85,TRUE,TRUE
"0655025",40,50,85,TRUE,TRUE
"0655026",40,50,85,TRUE,TRUE
"0655027",40,50,85,TRUE,TRUE
"0655028",40,50,85,TRUE,TRUE
"0655029",40,50,85,TRUE,TRUE
"0655030",40,50,85,TRUE,TRUE
"0655031",40,50,85,TRUE,TRUE
"0655035",40,40,65,FALSE,TRUE
"0655036",40,40,40,FALSE,FALSE
"0655041",40,50,85,TRUE,TRUE
"0655060",40,40,40,FALSE,FALSE
"0655071",40,50,85,TRUE,TRUE
"0656001",40,50,85,TRUE,TRUE
"0656002",40,40,40,FALSE,FALSE
"0656003",40,40,40,FALSE,FALSE
"0656004",40,40,40,FALSE,FALSE
"0656005",40,40,40,FALSE,FALSE
"0656006",40,40,40,FALSE,FALSE
"0656007",40,40,40,FALSE,FALSE
"0656008",40,40,40,FALSE,FALSE
"0656009",40,40,40,FALSE,FALSE
"0656010",40,40,40,FALSE,FALSE
"0656013",40,40,40,FALSE,FALSE
"0656017",40,40,40,FALSE,FALSE
"0656019",40,50,85,TRUE,TRUE
"0656021",40,50,85,TRUE,TRUE
"0656022",40,50,85,TRUE,TRUE
"0656023",40,50,85,TRUE,TRUE
"0656024",40,50,85,TRUE,TRUE
"0656027",40,50,85,TRUE,TRUE
"0656028",40,50,85,TRUE,TRUE
"0656031",40,40,40,FALSE,FALSE
"0656036",40,50,85,TRUE,TRUE
"0656040",40,50,85,TRUE,TRUE
"0656042",40,50,85,TRUE,TRUE
"0656045",40,40,40,FALSE,FALSE
"0656048",40,40,40,FALSE,FALSE
"0656049",40,40,40,FALSE,FALSE
"0656050",40,40,40,FALSE,FALSE
"0656054",40,50,85,TRUE,TRUE
"0656055",40,50,85,TRUE,TRUE
"0656056",40,40,40,FALSE,FALSE
"0657003",40,50,85,TRUE,TRUE
"0657004",40,50,85,TRUE,TRUE
"0657005",40,50,85,TRUE,TRUE
"0657006",40,50,85,TRUE,TRUE
"0657007",40,50,85,TRUE,TRUE
"0657008",40,50,85,TRUE,TRUE
"0657013",40,50,85,TRUE,TRUE
"0657016",40,40,40,FALSE,FALSE
"0657018",40,40,40,FALSE,FALSE
"0657020",40,40,40,FALSE,FALSE
"0657022",40,50,85,TRUE,TRUE
"0657023",40,50,85,TRUE,TRUE
"0657024",40,50,85,TRUE,TRUE
"0657025",40,40,40,FALSE,FALSE
"0657026",40,40,40,FALSE,FALSE
"0657027",40,50,85,TRUE,TRUE
"0657030",40,40,40,FALSE,FALSE
"0657031",40,40,40,FALSE,FALSE
"0657032",40,50,85,TRUE,TRUE
"0657033",40,40,40,FALSE,FALSE
"0657034",40,50,85,TRUE,TRUE
"0657036",40,40,40,FALSE,FALSE
"0657037",40,40,40,FALSE,FALSE
"0657038",40,40,40,FALSE,FALSE
"0657041",40,50,85,TRUE,TRUE
"0657051",40,50,85,TRUE,TRUE
"0657052",40,50,85,TRUE,TRUE
"0658001",40,40,40,FALSE,FALSE
"0658002",40,50,85,TRUE,TRUE
"0658003",40,40,40,FALSE,FALSE
"0658004",40,40,40,FALSE,FALSE
"0659001",40,40,65,FALSE,TRUE
"0659002",40,40,65,FALSE,TRUE
"0659003",40,40,65,FALSE,TRUE
"0659004",40,40,65,FALSE,TRUE
"0659005",40,40,65,FALSE,TRUE
"0660017",40,40,65,FALSE,TRUE
"0660019",40,40,65,FALSE,TRUE
"0660020",40,40,65,FALSE,TRUE
"0660021",40,40,65,FALSE,TRUE
"0660022",40,40,65,FALSE,TRUE
"0660023",40,40,65,FALSE,TRUE
"0660056",40,40,65,FALSE,TRUE
"0668003",NA,65,65,FALSE,FALSE
"0679001",40,50,85,TRUE,TRUE
"0679003",40,50,85,TRUE,TRUE
"0679006",40,50,85,TRUE,TRUE
"0679007",40,50,85,TRUE,TRUE
"0679008",40,50,85,TRUE,TRUE
"0679010",40,50,85,TRUE,TRUE
"0679011",40,50,85,TRUE,TRUE
"0679012",40,50,85,TRUE,TRUE
"0679014",40,50,85,TRUE,TRUE
"0679015",40,50,85,TRUE,TRUE
"0679016",40,50,85,TRUE,TRUE
"0679017",40,50,85,TRUE,TRUE
"0679018",40,50,85,TRUE,TRUE
"0679020",40,50,85,TRUE,TRUE
"0679023",40,50,85,TRUE,TRUE
"0679025",40,50,85,TRUE,TRUE
"0679026",40,50,85,TRUE,TRUE
"0679027",40,50,85,TRUE,TRUE
"0679029",40,50,85,TRUE,TRUE
"0679030",40,50,85,TRUE,TRUE
"0679031",40,50,85,TRUE,TRUE
"0679032",40,50,85,TRUE,TRUE
"0679033",40,50,85,TRUE,TRUE
"0679034",40,50,85,TRUE,TRUE
"0679035",40,50,85,TRUE,TRUE
"0679036",40,50,85,TRUE,TRUE
"0679037",40,50,85,TRUE,TRUE
"0679040",40,50,85,TRUE,TRUE
"0679042",40,50,85,TRUE,TRUE
"0679045",40,50,85,TRUE,TRUE
"0679047",40,50,85,TRUE,TRUE
"0679050",40,50,85,TRUE,TRUE
"0679055",40,50,85,TRUE,TRUE
"0679059",40,50,85,TRUE,TRUE
"0679061",40,50,85,TRUE,TRUE
"0679065",40,50,85,TRUE,TRUE
"0680001",40,50,85,TRUE,TRUE
"0680003",40,50,85,TRUE,TRUE
"0680005",40,50,85,TRUE,TRUE
"0680006",40,50,85,TRUE,TRUE
"0680009",40,50,85,TRUE,TRUE
"0680018",40,50,85,TRUE,TRUE
"0680021",40,50,85,TRUE,TRUE
"0680024",40,50,85,TRUE,TRUE
"0680027",40,50,85,TRUE,TRUE
"0680031",40,50,85,TRUE,TRUE
"0680034",40,50,85,TRUE,TRUE
"0681001",50,50,85,FALSE,TRUE
"0681003",50,50,85,FALSE,TRUE
"0681004",50,50,85,FALSE,TRUE
"0681005",50,50,85,FALSE,TRUE
"0681023",NA,65,85,FALSE,FALSE
"0681026",50,50,85,FALSE,TRUE
"0681030",50,50,85,FALSE,TRUE
"0681032",50,50,85,FALSE,TRUE
"0681033",50,50,85,FALSE,TRUE
"0681035",50,50,85,FALSE,TRUE
"0681039",50,50,85,FALSE,TRUE
"0681041",50,50,85,FALSE,TRUE
"0681042",50,50,85,FALSE,TRUE
"0681043",NA,65,85,FALSE,FALSE
"0681044",50,65,85,TRUE,TRUE
"0681061",50,50,85,FALSE,TRUE
"0681064",50,50,85,FALSE,TRUE
"0681067",50,50,85,FALSE,TRUE
"0682006",50,50,85,FALSE,TRUE
"0682010",50,50,85,FALSE,TRUE
"0682012",50,50,85,FALSE,TRUE
"0682019",50,50,85,FALSE,TRUE
"0682369",50,50,85,FALSE,TRUE
"0705001",50,50,85,FALSE,TRUE
"0705002",50,50,85,FALSE,TRUE
"0705003",50,50,85,FALSE,TRUE
"0705004",50,50,85,FALSE,TRUE
"0777002",40,40,40,FALSE,FALSE
"0777003",40,40,40,FALSE,FALSE
"0777005",40,40,40,FALSE,FALSE
"0777008",40,40,40,FALSE,FALSE
"0777009",40,40,40,FALSE,FALSE
"0777010",40,40,40,FALSE,FALSE
"0777011",40,40,40,FALSE,FALSE
"0777012",40,40,40,FALSE,FALSE
"0777013",40,40,40,FALSE,FALSE
"0777014",40,40,40,FALSE,FALSE
"0777015",40,40,40,FALSE,FALSE
"0777016",40,40,40,FALSE,FALSE
"0777018",40,40,40,FALSE,FALSE
"0777024",40,40,40,FALSE,FALSE
"0777027",40,40,40,FALSE,FALSE
"0777028",40,40,40,FALSE,FALSE
"0777029",40,40,40,FALSE,FALSE
"0777030",40,40,40,FALSE,FALSE
"0777035",40,40,40,FALSE,FALSE
"0777037",40,40,40,FALSE,FALSE
"0777039",40,40,40,FALSE,FALSE
"0777041",40,40,40,FALSE,FALSE
"0777044",40,40,40,FALSE,FALSE
"0777048",40,40,40,FALSE,FALSE
"0777052",40,40,40,FALSE,FALSE
"0777054",40,40,40,FALSE,FALSE
"0777057",40,40,40,FALSE,FALSE
"0777059",40,40,40,FALSE,FALSE
"0777061",40,40,40,FALSE,FALSE
"0777070",40,40,40,FALSE,FALSE
"0777074",40,40,40,FALSE,FALSE
"0777076",40,40,40,FALSE,FALSE
"0778001",40,40,40,FALSE,FALSE
"0778002",40,40,40,FALSE,FALSE
"0778004",40,40,40,FALSE,FALSE
"0778005",40,40,40,FALSE,FALSE
"0778006",40,40,40,FALSE,FALSE
"0778007",40,40,40,FALSE,FALSE
"0778008",40,40,40,FALSE,FALSE
"0778009",40,40,40,FALSE,FALSE
"0778010",40,40,40,FALSE,FALSE
"0778011",40,40,40,FALSE,FALSE
"0778012",40,40,40,FALSE,FALSE
"0778013",40,40,40,FALSE,FALSE
"0778014",40,40,40,FALSE,FALSE
"0778015",40,40,40,FALSE,FALSE
"0778016",40,40,40,FALSE,FALSE
"0778017",40,40,40,FALSE,FALSE
"0778018",40,40,40,FALSE,FALSE
"0778019",40,40,40,FALSE,FALSE
"0778021",40,40,40,FALSE,FALSE
"0778024",40,40,40,FALSE,FALSE
"0794001",50,50,50,FALSE,FALSE
"0794004",40,40,40,FALSE,FALSE
"0794005",40,40,40,FALSE,FALSE
"0794010",40,40,40,FALSE,FALSE
"0794011",40,40,40,FALSE,FALSE
"0794013",40,40,40,FALSE,FALSE
"0794014",40,40,40,FALSE,FALSE
"0794022",40,40,40,FALSE,FALSE
"0794023",40,40,40,FALSE,FALSE
"0794029",40,40,40,FALSE,FALSE
"0794034",40,40,40,FALSE,FALSE
"0794035",40,40,40,FALSE,FALSE
"0794036",40,40,40,FALSE,FALSE
"0794038",40,40,40,FALSE,FALSE
"0794051",40,40,40,FALSE,FALSE
"0794055",40,40,40,FALSE,FALSE
"0794059",50,50,50,FALSE,FALSE
"0795024",50,50,50,FALSE,FALSE
"0795025",50,50,50,FALSE,FALSE
"0795027",50,50,50,FALSE,FALSE
"0795028",50,50,50,FALSE,FALSE
"0796004",50,50,50,FALSE,FALSE
"0797001",50,50,50,FALSE,FALSE
"0797002",50,50,50,FALSE,FALSE
"0797003",50,50,50,FALSE,FALSE
"0797004",50,50,50,FALSE,FALSE
"0797005",50,50,50,FALSE,FALSE
"0797006",50,50,50,FALSE,FALSE
"0797007",50,50,50,FALSE,FALSE
"0797009",50,50,50,FALSE,FALSE
"0797010",50,50,50,FALSE,FALSE
"0797011",50,50,50,FALSE,FALSE
"0797012",50,50,50,FALSE,FALSE
"0797013",50,50,50,FALSE,FALSE
"0797014",50,50,50,FALSE,FALSE
"0797015",50,50,50,FALSE,FALSE
"0797016",50,50,50,FALSE,FALSE
"0797017",50,50,50,FALSE,FALSE
"0797018",50,50,50,FALSE,FALSE
"0797019",50,50,50,FALSE,FALSE
"0797021",50,50,50,FALSE,FALSE
"0797022",50,50,50,FALSE,FALSE
"0797023",50,50,50,FALSE,FALSE
"0797024",50,50,50,FALSE,FALSE
"0797027",50,50,50,FALSE,FALSE
"0797028",50,50,50,FALSE,FALSE
"0797029",50,50,50,FALSE,FALSE
"0797030",50,50,50,FALSE,FALSE
"0797031",50,50,50,FALSE,FALSE
"0797032",50,50,50,FALSE,FALSE
"0797033",50,50,50,FALSE,FALSE
"0797034",50,50,50,FALSE,FALSE
"0797051",50,50,50,FALSE,FALSE
"0798002",50,50,50,FALSE,FALSE
"0798003",50,50,50,FALSE,FALSE
"0798004",50,50,50,FALSE,FALSE
"0798005",50,50,50,FALSE,FALSE
"0798007",50,50,50,FALSE,FALSE
"0798008",50,50,50,FALSE,FALSE
"0798011",40,40,40,FALSE,FALSE
"0798012",40,40,40,FALSE,FALSE
"0798013",40,40,40,FALSE,FALSE
"0798016",40,40,40,FALSE,FALSE
"0798017",40,40,40,FALSE,FALSE
"0798018",40,40,40,FALSE,FALSE
"0798020",40,40,40,FALSE,FALSE
"0798021",50,50,50,FALSE,FALSE
"0798022",50,50,50,FALSE,FALSE
"0798023",40,40,40,FALSE,FALSE
"0798026",50,50,50,FALSE,FALSE
"0798028",40,40,40,FALSE,FALSE
"0798031",40,40,40,FALSE,FALSE
"0798033",40,40,40,FALSE,FALSE
"0798051",40,40,40,FALSE,FALSE
"0798053",50,50,50,FALSE,FALSE
"0798055",40,40,40,FALSE,FALSE
"0798056",40,40,40,FALSE,FALSE
"0798057",40,40,40,FALSE,FALSE
"0798058",40,40,40,FALSE,FALSE
"0803002",50,50,50,FALSE,FALSE
"0803003",50,50,50,FALSE,FALSE
"0803004",50,50,50,FALSE,FALSE
"0803005",50,50,50,FALSE,FALSE
"0803006",50,50,50,FALSE,FALSE
"0803007",40,40,40,FALSE,FALSE
"0803008",40,40,40,FALSE,FALSE
"0803009",40,40,40,FALSE,FALSE
"0803010",40,40,40,FALSE,FALSE
"0803011",40,40,40,FALSE,FALSE
"0803012",40,40,40,FALSE,FALSE
"0803013",40,40,40,FALSE,FALSE
"0803015",40,40,40,FALSE,FALSE
"0803017",40,40,40,FALSE,FALSE
"0803018",40,40,40,FALSE,FALSE
"0803019",40,40,40,FALSE,FALSE
"0803020",40,40,40,FALSE,FALSE
"0803021",40,40,40,FALSE,FALSE
"0803022",40,40,40,FALSE,FALSE
"0803023",40,40,40,FALSE,FALSE
"0803024",40,40,40,FALSE,FALSE
"0803025",40,40,40,FALSE,FALSE
"0803027",40,40,40,FALSE,FALSE
"0803028",40,40,40,FALSE,FALSE
"0803029",40,40,40,FALSE,FALSE
"0803030",40,40,40,FALSE,FALSE
"0803031",50,50,50,FALSE,FALSE
"0803033",50,50,50,FALSE,FALSE
"0803036",50,50,50,FALSE,FALSE
"0803038",40,40,40,FALSE,FALSE
"0804002",50,50,50,FALSE,FALSE
"0804003",50,50,50,FALSE,FALSE
"0804004",50,50,50,FALSE,FALSE
"0804005",50,50,50,FALSE,FALSE
"0804008",50,50,50,FALSE,FALSE
"0804009",50,50,50,FALSE,FALSE
"0804010",50,50,50,FALSE,FALSE
"0804011",50,50,50,FALSE,FALSE
"0804012",50,50,50,FALSE,FALSE
"0804013",50,50,50,FALSE,FALSE
"0804014",50,50,50,FALSE,FALSE
"0804017",50,50,50,FALSE,FALSE
"0804018",50,50,50,FALSE,FALSE
"0804019",50,50,50,FALSE,FALSE
"0804020",50,50,50,FALSE,FALSE
"0804022",50,50,50,FALSE,FALSE
"0804023",50,50,50,FALSE,FALSE
"0804024",50,50,50,FALSE,FALSE
"0804025",50,50,50,FALSE,FALSE
"0804026",50,50,50,FALSE,FALSE
"0804028",50,50,50,FALSE,FALSE
"0804029",50,50,50,FALSE,FALSE
"0804040",50,50,50,FALSE,FALSE
"0804043",50,50,50,FALSE,FALSE
"0804046",50,50,50,FALSE,FALSE
"0805001",50,50,50,FALSE,FALSE
"0805003",50,50,50,FALSE,FALSE
"0805006",50,50,50,FALSE,FALSE
"0805007",50,50,50,FALSE,FALSE
"0805008",50,50,50,FALSE,FALSE
"0805009",50,50,50,FALSE,FALSE
"0805010",50,50,50,FALSE,FALSE
"0805011",50,50,50,FALSE,FALSE
"0805013",50,50,50,FALSE,FALSE
"0805014",50,50,50,FALSE,FALSE
"0805015",50,50,50,FALSE,FALSE
"0805016",50,50,50,FALSE,FALSE
"0805017",50,50,50,FALSE,FALSE
"0805018",50,50,50,FALSE,FALSE
"0805019",50,50,50,FALSE,FALSE
"0805020",50,50,50,FALSE,FALSE
"0805021",50,50,50,FALSE,FALSE
"0805022",50,50,50,FALSE,FALSE
"0805023",50,50,50,FALSE,FALSE
"0805026",50,50,50,FALSE,FALSE
"0805027",50,50,50,FALSE,FALSE
"0805028",50,50,50,FALSE,FALSE
"0805029",50,50,50,FALSE,FALSE
"0805030",50,50,50,FALSE,FALSE
"0805031",50,50,50,FALSE,FALSE
"0805032",50,50,50,FALSE,FALSE
"0805033",50,50,50,FALSE,FALSE
"0805034",50,50,50,FALSE,FALSE
"0805035",50,50,50,FALSE,FALSE
"0805036",50,50,50,FALSE,FALSE
"0805037",50,50,50,FALSE,FALSE
"0805038",50,50,50,FALSE,FALSE
"0805039",50,50,50,FALSE,FALSE
"0805052",50,50,50,FALSE,FALSE
"0806005",40,40,40,FALSE,FALSE
"0806008",40,40,40,FALSE,FALSE
"0806009",40,40,40,FALSE,FALSE
"0806010",40,40,40,FALSE,FALSE
"0806011",40,40,40,FALSE,FALSE
"0806013",40,40,40,FALSE,FALSE
"0806015",40,40,40,FALSE,FALSE
"0806016",40,40,40,FALSE,FALSE
"0806017",40,40,40,FALSE,FALSE
"0806018",40,40,40,FALSE,FALSE
"0806020",40,40,40,FALSE,FALSE
"0806040",40,40,40,FALSE,FALSE
"0806041",40,40,40,FALSE,FALSE
"0806042",40,40,40,FALSE,FALSE
"0806044",40,40,40,FALSE,FALSE
"0806049",40,40,40,FALSE,FALSE
"0806051",40,40,40,FALSE,FALSE
"0806052",40,40,40,FALSE,FALSE
"0806053",40,40,40,FALSE,FALSE
"0806058",40,40,40,FALSE,FALSE
"0806060",40,40,40,FALSE,FALSE
"0806062",40,40,40,FALSE,FALSE
"0807015",40,40,40,FALSE,FALSE
"0807016",40,40,40,FALSE,FALSE
"0807017",40,40,40,FALSE,FALSE
"0807020",40,40,40,FALSE,FALSE
"0807021",40,40,40,FALSE,FALSE
"0807026",40,40,40,FALSE,FALSE
"0807027",40,40,40,FALSE,FALSE
"0807028",40,40,40,FALSE,FALSE
"0807029",40,40,40,FALSE,FALSE
"0807030",40,40,40,FALSE,FALSE
"0807033",40,40,40,FALSE,FALSE
"0807046",40,40,40,FALSE,FALSE
"0807059",40,40,40,FALSE,FALSE
"0807062",40,40,40,FALSE,FALSE
"0818005",40,40,40,FALSE,FALSE
"0818007",40,40,40,FALSE,FALSE
"0818008",40,40,40,FALSE,FALSE
"0818010",40,40,40,FALSE,FALSE
"0818012",40,40,40,FALSE,FALSE
"0818013",40,40,40,FALSE,FALSE
"0818021",40,40,40,FALSE,FALSE
"0818023",40,40,40,FALSE,FALSE
"0818025",40,40,40,FALSE,FALSE
"0818026",40,40,40,FALSE,FALSE
"0818027",40,40,40,FALSE,FALSE
"0818028",40,40,40,FALSE,FALSE
"0818029",40,40,40,FALSE,FALSE
"0818033",40,40,40,FALSE,FALSE
"0818034",40,40,40,FALSE,FALSE
"0818035",40,40,40,FALSE,FALSE
"0818037",40,40,40,FALSE,FALSE
"0818039",50,50,50,FALSE,FALSE
"0818041",50,50,50,FALSE,FALSE
"0818042",50,50,50,FALSE,FALSE
"0818044",40,40,40,FALSE,FALSE
"0818045",40,40,40,FALSE,FALSE
"0818046",40,40,40,FALSE,FALSE
"0818047",40,40,40,FALSE,FALSE
"0818048",40,40,40,FALSE,FALSE
"0818050",40,40,40,FALSE,FALSE
"0818052",40,40,40,FALSE,FALSE
"0818079",40,40,40,FALSE,FALSE
"0818081",40,40,40,FALSE,FALSE
"0818083",50,50,50,FALSE,FALSE
"0819004",40,40,40,FALSE,FALSE
"0819005",40,40,40,FALSE,FALSE
"0819006",40,40,40,FALSE,FALSE
"0819009",40,40,40,FALSE,FALSE
"0819010",40,40,40,FALSE,FALSE
"0819012",40,40,40,FALSE,FALSE
"0819015",40,40,40,FALSE,FALSE
"0819021",40,40,40,FALSE,FALSE
"0819022",40,40,40,FALSE,FALSE
"0819027",40,40,40,FALSE,FALSE
"0819028",40,40,40,FALSE,FALSE
"0819029",40,40,40,FALSE,FALSE
"0819030",40,40,40,FALSE,FALSE
"0819031",40,40,40,FALSE,FALSE
"0819032",40,40,40,FALSE,FALSE
"0819036",40,40,40,FALSE,FALSE
"0819042",40,40,40,FALSE,FALSE
"0819045",40,40,40,FALSE,FALSE
"0819047",40,40,40,FALSE,FALSE
